,x,y,z,average3,average4,average5,average6,average7,average8,average9,average10,complete3,complete4,complete5,complete6,complete7,complete8,complete9,complete10,single3,single4,single5,single6,single7,single8,single9,single10,ward3,ward4,ward5,ward6,ward7,ward8,ward9,ward10
X1_96,26.820140029030416,10.55277828185331,4.394874613886638,0,0,1,0,6,6,2,0,0,2,0,5,2,0,8,8,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,4
X1_97,23.327934209193224,5.5281255329987,-12.668278209732833,0,0,1,0,6,6,2,0,0,2,0,5,2,0,8,8,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,4
X1_83,23.099012720316136,-0.31746427233304425,-13.685854655014213,0,0,1,0,6,6,2,0,0,2,0,5,2,0,8,8,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,4
X1_54,7.840586036313175,3.9268607648392795,2.1049768163815283,0,0,0,1,1,0,3,3,2,0,2,2,0,3,3,3,0,0,0,0,0,0,0,0,2,2,0,3,3,3,1,1
X1_40,30.215909549186737,-0.9231861884916358,-12.681508178719685,0,0,1,0,6,6,2,0,0,2,0,0,5,2,0,9,0,0,0,0,0,0,0,0,0,1,1,0,6,2,2,0
X1_68,12.058034266852086,10.527957922486044,6.316731711694498,0,0,0,1,1,0,6,2,2,0,2,2,0,3,3,3,0,0,0,0,0,0,0,0,2,2,0,3,3,3,1,1
X1_120,24.070874540398407,0.47510403040600996,11.661156541294044,0,0,0,1,1,0,6,2,0,2,0,5,2,0,5,5,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,6
X1_134,0.10196098690741878,-14.881248767237825,-1.511040806904909,0,0,0,5,5,5,5,5,2,0,2,2,0,5,2,2,0,0,0,0,0,0,0,0,2,2,0,5,5,5,5,5
X1_108,18.87521344290334,-2.1038331795105867,-12.496557419634277,0,0,0,1,1,0,6,2,0,2,0,5,2,0,5,5,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,6
X1_122,-2.184494238093732,-0.11373730563545946,18.872189499827158,0,0,0,5,5,5,5,5,2,0,2,2,0,5,2,2,0,0,0,0,0,0,0,0,2,2,0,5,5,5,5,5
X1_136,12.85154565490215,4.5723455876647625,5.143742276157073,0,0,0,1,1,0,3,3,2,0,2,2,0,3,3,3,0,0,0,0,0,0,0,0,2,2,0,3,3,3,1,1
X1_56,-4.571854443234709,3.8759185982979028,16.416412574139937,0,0,0,5,5,5,5,5,2,0,2,2,0,5,2,2,0,0,0,0,0,0,0,0,2,2,0,5,5,5,5,5
X1_42,0.24414492151479852,-4.138417648713824,10.955730651031761,0,0,0,5,5,5,5,5,2,0,2,2,0,5,2,2,0,0,0,0,0,0,0,0,2,2,0,5,5,5,5,5
X1_95,11.19774593150073,-1.602642410141596,8.400558950360914,0,0,0,1,1,0,3,3,2,0,2,2,0,3,3,3,0,0,0,0,0,0,0,0,2,2,0,3,3,3,1,1
X1_81,31.495191618592752,8.953114955449044,-11.237858981833147,0,0,1,0,0,1,1,1,0,2,0,0,5,2,0,9,0,0,0,0,0,0,0,0,0,1,1,0,6,2,2,0
X1_80,11.791429197348675,14.176607879587783,-10.991277829739387,0,0,0,1,1,0,6,2,0,2,0,5,2,0,5,5,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,6
X1_94,10.837442495191093,2.532471214096499,2.8414871894890656,0,0,0,1,1,0,3,3,2,0,2,2,0,3,3,3,0,0,0,0,0,0,0,0,2,2,0,3,3,3,1,1
X1_43,27.064834975888168,-0.3670607911171367,-6.99909692295855,0,0,1,0,6,6,2,0,0,2,0,5,2,0,8,8,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,4
X1_57,17.202000536837676,-17.153339764134156,-3.331787783473713,0,0,0,1,1,0,6,2,0,2,0,5,2,0,5,5,0,0,0,0,0,0,0,0,2,2,0,3,3,3,1,1
X1_137,14.872439001080888,-4.794134143383905,-16.117900504869933,0,0,0,1,1,0,6,2,0,2,0,5,2,0,5,5,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,6
X1_123,19.238530420945168,-1.6359152232321656,-1.272035342752325,0,0,0,1,1,0,6,2,0,2,0,5,2,0,5,5,0,0,0,0,0,0,0,0,2,2,0,3,3,3,1,1
Y1_304,-18.695702566422625,-4.2947303954746605,3.3834195777668503,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_310,-18.46204747046416,-4.966897891201618,3.2591355389166643,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_338,-19.149568606008373,-2.487538345103173,4.425121989061358,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_106,-18.055682158773045,-4.897789081810803,5.445796680815681,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_112,-18.36248712862843,-6.01606947114707,1.6203819253836615,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_113,-17.75252015333902,-1.8911890122810435,7.902386106738128,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_107,-19.277624960306674,-3.762702138619645,2.1706327090045368,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_339,-19.10336110081567,-3.0096818116880537,3.332736873123205,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_311,-18.336923944072815,-3.019544825273748,6.267918726188187,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_305,-17.608422574259194,-7.557517025524757,4.363940679608871,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_313,-18.087408037338335,-5.6744602435328035,4.33030779934868,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_307,-19.280459571635543,-3.73170720324687,2.505882697244624,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_111,-19.257127628272162,-2.305901898229563,4.102361699458227,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_105,-18.675021132838882,-4.092468725590348,4.016079573500736,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_104,-18.141913999206896,-7.521867733053721,1.7158973462699079,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_110,-17.3738191126305,-8.290116233532977,1.7196876059954758,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_306,-17.972323396466365,-0.24191575637642504,8.251342236361916,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_312,-17.851994665154113,-5.902931358774402,4.616816008560896,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_316,-18.26093271910233,-6.58908194794356,-0.1761562516339824,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_302,-17.623599863404614,-7.382361627354826,3.096487289953801,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_114,-18.961934910021075,-0.3546032740952231,6.582518305323517,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_101,-17.600181674157508,-7.2743658013098615,4.714202937789966,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_115,-18.51575049210872,-6.936244993141307,2.050419227784524,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_303,-16.779444414945345,-9.113787935177736,3.997776603938976,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_317,-18.073209016401847,-6.536535188740779,3.4279189314510385,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_329,-18.57502073213327,-3.5419975817348113,4.908795134324441,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_301,-17.311244756893945,-3.574058782635997,9.289796505149198,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_315,-19.20846020469537,-3.2409920760689306,2.040397994909538,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_103,-18.069113422534194,-7.0753389451516,0.4797639717196712,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_117,-18.37931586253916,-6.4370679116690965,0.585952775534123,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_116,-18.600949712207804,-5.5788827870952655,1.889390721048909,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_102,-17.097037161332697,-0.7710898033543927,9.231592920579713,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_314,-18.307339316162718,-3.447583967415395,5.995123970701219,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_328,-18.447866377760892,-3.3462876485951445,5.6057289499198175,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_213,-18.74159684787648,-3.2194646804903235,5.10320587745704,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_207,-17.259045731787687,-1.9550050624852342,8.857835132559838,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_206,-17.47162982581715,-8.097017496893837,2.794238971403711,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_212,-17.485659524854057,-8.61464852307315,2.6426773011685243,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_204,-16.725665506637707,-9.700060257570387,2.5250316380361486,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_210,-17.84272624802445,-6.797492340614743,3.528920374836847,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_211,-17.10778400100605,-1.2761604037183323,8.940699850704071,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_205,-18.435467217809055,-2.720347344236531,6.168812708994298,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_349,-17.810763671793516,-5.421712391581521,5.338082184874495,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_201,-18.222566015851736,-1.7941914679627866,7.227584574323398,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_215,-17.586283036721007,-3.2089416781840927,7.795661896647868,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_214,-18.274694079976598,-1.4233530531777812,7.21620280579765,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_348,-17.77736033129519,-0.5904778534689451,8.394679930427138,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_216,-18.766375461523847,-4.733983643196549,1.3053169994851264,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_202,-18.10351023591252,-3.906937969648285,6.116575761613042,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_203,-19.370277028121336,-1.5650709186078084,4.445789290722493,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_217,-19.066140675788557,-2.6837673183331283,3.490365480358077,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_346,-18.20470360422751,-6.363007385611019,2.7903093365467635,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_347,-18.735296409224787,-3.3411046945854914,4.674494738916142,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_345,-16.998645607104013,-0.4310511361296459,9.196752575055601,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_219,-18.86343867567017,-2.8228801202627474,4.251790012136093,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_218,-19.40552682896686,-1.428455179654314,4.577596256125769,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_224,-13.280509827852999,1.3828390840256457,12.516411087346933,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,7,7,7
Y1_344,-18.476269683624977,-4.745477574672924,3.288874572118582,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_340,-17.38511523009099,-8.65357768635206,1.1011033572919147,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_208,-16.586405040942658,-9.948081727339636,2.7050183750169148,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_220,-17.992628198624278,-6.298539637027976,5.088160246743697,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_221,-17.398513164657626,-7.961090400802683,3.2251797468511474,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_209,-18.808461463691966,-4.540200741322266,2.624431467846236,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_341,-18.80443988424412,-1.007920914667002,6.522398455458785,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_343,-17.503973764780035,-7.2696358767286675,4.160466421138537,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_223,-18.438654591823415,-1.5300671715569543,6.833070845563202,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_222,-18.300780525546497,-5.226669472998521,3.3593112007770562,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_342,-19.346927715981906,-2.6750841733437385,2.841670116144022,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_325,-18.506317577507115,-4.607498636484131,3.2735490454441045,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_331,-17.95693205609422,-6.296392033247641,3.0061950101202544,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_319,-18.82082749494579,-2.735525751336101,3.841265554137719,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_127,-16.98034062385589,-8.406081221362069,4.79869900493421,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_126,-16.021516563645,-0.862417596369665,10.477273841557407,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_318,-17.88134405505148,-6.919655685839692,1.5074893051179568,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_330,-17.795431849333866,-6.60567605978168,3.030803872900493,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_324,-17.315630722956826,-7.7902636631063915,4.0416344405443025,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_332,-15.310950992668253,0.6291688597488918,11.286636521210749,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,7,7,7
Y1_326,-18.511757575882875,-5.456959589069883,1.2474816202611665,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_124,-17.64826512723696,-7.2493349770723725,3.295369698549505,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_118,-13.531834939749785,1.6572484568977153,12.35330588248004,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,7,7,7
Y1_119,-15.404346855187452,0.5574954893270145,11.363470477057682,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,7,7,7
Y1_125,-16.038317196828036,-1.7719912101124695,9.963809038411968,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_327,-18.335125720348998,-5.001433423838169,4.204302793365918,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_333,-18.326854630021277,-4.491571382799373,4.549458625938811,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_337,-17.65983220355508,-6.677702698361828,5.45859942818732,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_323,-18.47429472610055,-3.717753422226497,5.063551332236776,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_109,-17.252418236889714,-2.487028625165786,9.325900963794822,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_121,-18.222262275941972,-4.868821690770812,4.603247074074976,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_120,-17.776925610311896,-6.403003712726971,4.07949472319971,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_108,-19.538242523528435,-4.638586251650624,6.154315642881437,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_322,-18.865306868636047,-4.625895669905939,0.6375318398330198,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_336,-18.852102049409478,-1.339723955602196,6.280331711824848,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_308,-17.749998797231502,-6.9160784585251935,2.9127309594082273,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_320,-18.447825671124214,-1.5898479495438251,6.947415173244277,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_334,-18.81798017271728,-1.962060798288979,4.626450008414558,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_122,-18.32001765519285,-5.642083337047424,2.194868178322766,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_123,-17.06909824421306,-4.57750837939352,8.052373775981142,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_335,-18.813526311156654,-3.480839751755841,3.9797991454756936,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_321,-16.594214094573417,-0.31192161998621404,9.72493457367052,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
Y1_309,-19.238663625918857,-1.5633568522942862,5.070704617607868,0,1,4,4,4,4,4,4,2,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,1,0,6,6,2
